DateTime;Hash Rate
2010-09-11 00:00:00;5670032890,386960
2010-09-12 00:00:00;6272473884,990580
2010-09-13 00:00:00;6059847651,601070
2010-09-14 00:00:00;7193854229,678460
2010-09-15 00:00:00;5988972240,47123
2010-09-16 00:00:00;7760857518,717160
2010-09-17 00:00:00;7371042757,503050
2010-09-18 00:00:00;8398736218,885690
2010-09-19 00:00:00;9535755935,246410
2010-09-20 00:00:00;9262002176,339820
2010-09-21 00:00:00;7847607755,322410
2010-09-22 00:00:00;7938859008,291270
2010-09-23 00:00:00;10676396597,357200
2010-09-24 00:00:00;10402642838,45060
2010-09-25 00:00:00;9444504682,277550
2010-09-26 00:00:00;9353253429,308680
2010-09-27 00:00:00;10448268464,935100
2010-09-28 00:00:00;9672632814,699710
2010-09-29 00:00:00;10750436365,410600
2010-09-30 00:00:00;9570510422,865540
2010-10-01 00:00:00;10094921952,88560
2010-10-02 00:00:00;6555144125,250370
2010-10-03 00:00:00;7997275832,805450
2010-10-04 00:00:00;10029370511,633100
2010-10-05 00:00:00;8259481597,815470
2010-10-06 00:00:00;11209296454,178100
2010-10-07 00:00:00;10488230600,400600
2010-10-08 00:00:00;10094921952,88560
2010-10-09 00:00:00;10357127717,895600
2010-10-10 00:00:00;11668156542,94570
2010-10-11 00:00:00;10422679159,148100
2010-10-12 00:00:00;10617832232,762800
2010-10-13 00:00:00;12056377244,94360
2010-10-14 00:00:00;14042939404,62180
2010-10-15 00:00:00;12124879388,38070
2010-10-16 00:00:00;17673553006,792200
2010-10-17 00:00:00;18495578728,0384
2010-10-18 00:00:00;17057033715,857600
2010-10-19 00:00:00;17536548719,917900
2010-10-20 00:00:00;18084565867,415300
2010-10-21 00:00:00;19870094129,161100
2010-10-22 00:00:00;16451583311,240900
2010-10-23 00:00:00;18694981035,501000
2010-10-24 00:00:00;21899834927,301200
2010-10-25 00:00:00;21686178001,181200
2010-10-26 00:00:00;25745659597,46140
2010-10-27 00:00:00;22754462631,78130
2010-10-28 00:00:00;23395433410,141300
2010-10-29 00:00:00;23822747262,38130
